alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
doppio-coffee-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 39.7402, 'longitude': -104.97129}",(303) 537-7794,539.8171882096158,MWFGHr6NOg7pAoLgbgFdsQ,https://s3-media3.fl.yelpcdn.com/bphoto/Y3nLL8rizY1-z7_PG6ja0A/o.jpg,False,"{'address1': '1245 E Colfax Ave', 'address2': 'Ste 105', 'address3': '', 'city': 'Denver', 'zip_code': '80218', 'country': 'US', 'state': 'CO', 'display_address': ['1245 E Colfax Ave', 'Ste 105', 'Denver, CO 80218']}",Doppio Coffee,+13035377794,,5.0,45,"['pickup', 'delivery']",https://www.yelp.com/biz/doppio-coffee-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
thump-coffee-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 39.7370258977843, 'longitude': -104.972867249372}",(720) 456-6648,279.54377223900553,-vpzhgC8GRKGPkSdBEs57A,https://s3-media4.fl.yelpcdn.com/bphoto/Yc_6yxzOEQR9fykjGsmsXA/o.jpg,False,"{'address1': '1201 E 13th Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80218', 'country': 'US', 'state': 'CO', 'display_address': ['1201 E 13th Ave', 'Denver, CO 80218']}",Thump Coffee,+17204566648,$,4.0,454,[],https://www.yelp.com/biz/thump-coffee-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
little-owl-coffee-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.7505164957921, 'longitude': -104.999718748432}",(720) 328-5574,3021.4824215813915,heaStxibj5y6IIuwuXeNSA,https://s3-media4.fl.yelpcdn.com/bphoto/L14MabdxIQPvzwNpVzPXPQ/o.jpg,False,"{'address1': '1555 Blake St', 'address2': 'Ste 150', 'address3': '', 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['1555 Blake St', 'Ste 150', 'Denver, CO 80202']}",Little Owl Coffee,+17203285574,$$,4.5,319,[],https://www.yelp.com/biz/little-owl-coffee-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
crema-coffee-house-denver-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.76117, 'longitude': -104.98174}",,3010.9678581136295,kZGotdsAt2Bh9QGmHgrEIg,https://s3-media4.fl.yelpcdn.com/bphoto/KoMOzlJ-CNM8a3jKFhmqmg/o.jpg,False,"{'address1': '2862 Larimer St', 'address2': 'Unit B', 'address3': '', 'city': 'Denver', 'zip_code': '80205', 'country': 'US', 'state': 'CO', 'display_address': ['2862 Larimer St', 'Unit B', 'Denver, CO 80205']}",Crema Coffee House,,$,4.5,537,[],https://www.yelp.com/biz/crema-coffee-house-denver-2?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
hudson-hill-denver,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.73695, 'longitude': -104.97937}",(303) 832-0776,800.8200987535582,uOgwMiqcxqkHl8z4mkFPkQ,https://s3-media3.fl.yelpcdn.com/bphoto/3t5oL5WxnDtd0PsMod3Enw/o.jpg,False,"{'address1': '619 E 13th Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80203', 'country': 'US', 'state': 'CO', 'display_address': ['619 E 13th Ave', 'Denver, CO 80203']}",Hudson Hill,+13038320776,$$,4.5,190,[],https://www.yelp.com/biz/hudson-hill-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
quinceessential-coffee-house-denver-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.7396278, 'longitude': -104.9024811}",(303) 955-2479,5802.417022007839,P0n4MC73KGI-pHVcAJi-gA,https://s3-media4.fl.yelpcdn.com/bphoto/9hBysDsXo_uPYo4SlP42pQ/o.jpg,False,"{'address1': '1447 Quince St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80220', 'country': 'US', 'state': 'CO', 'display_address': ['1447 Quince St', 'Denver, CO 80220']}",QuinceEssential Coffee House,+13039552479,$,5.0,278,[],https://www.yelp.com/biz/quinceessential-coffee-house-denver-2?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
spur-coffee-denver-5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 39.7182552498891, 'longitude': -104.986524297131}",(303) 309-0147,2371.7895109015476,JxZ6KWBpSsedYE9Mq0baug,https://s3-media1.fl.yelpcdn.com/bphoto/OfGsx6bs4-u1b1uLzaV9lw/o.jpg,False,"{'address1': '95 N Lincoln St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80203', 'country': 'US', 'state': 'CO', 'display_address': ['95 N Lincoln St', 'Denver, CO 80203']}",Spur Coffee,+13033090147,$,4.5,174,[],https://www.yelp.com/biz/spur-coffee-denver-5?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
blue-sparrow-coffee-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.764418, 'longitude': -104.981097}",(720) 593-0180,3344.099197243606,-tcQ56G-XyaYagVCpWi1nQ,https://s3-media2.fl.yelpcdn.com/bphoto/JTBlyVKVt5NDgmAD1PzPhg/o.jpg,False,"{'address1': '3070 Blake St', 'address2': 'Unit 180', 'address3': '', 'city': 'Denver', 'zip_code': '80205', 'country': 'US', 'state': 'CO', 'display_address': ['3070 Blake St', 'Unit 180', 'Denver, CO 80205']}",Blue Sparrow Coffee,+17205930180,$,5.0,93,[],https://www.yelp.com/biz/blue-sparrow-coffee-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
the-bardo-coffee-house-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'internetcafe', 'title': 'Internet Cafes'}]","{'latitude': 39.71228, 'longitude': -104.98734}",(303) 629-8331,2970.0486620193797,0ZZJ_FrcYS_7b6uUTx5fLQ,https://s3-media2.fl.yelpcdn.com/bphoto/O-ncbrsbaXvCVsnEU3hh3A/o.jpg,False,"{'address1': '238 S Broadway', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80209', 'country': 'US', 'state': 'CO', 'display_address': ['238 S Broadway', 'Denver, CO 80209']}",The Bardo Coffee House,+13036298331,$,4.5,352,[],https://www.yelp.com/biz/the-bardo-coffee-house-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
novo-coffee-denver-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.7443251468664, 'longitude': -104.989716522396}",(303) 999-0077,1931.1761380285714,dc_wr_Dy6ZfHFbo3p5HcXg,https://s3-media1.fl.yelpcdn.com/bphoto/53U_7LVynqaOMhzxfglU7g/o.jpg,False,"{'address1': '1600 Glenarm Pl', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['1600 Glenarm Pl', 'Denver, CO 80202']}",Novo Coffee,+13039990077,$,4.5,271,[],https://www.yelp.com/biz/novo-coffee-denver-2?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
aviano-coffee-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.7202518590672, 'longitude': -104.954486388885}",(303) 399-8347,2167.9857712638595,NX96Me7Nrv7sjvPmcasm1Q,https://s3-media1.fl.yelpcdn.com/bphoto/DOKekyf9e7kvMES6jyc_vg/o.jpg,False,"{'address1': '244 Detroit St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80206', 'country': 'US', 'state': 'CO', 'display_address': ['244 Detroit St', 'Denver, CO 80206']}",Aviano Coffee,+13033998347,$$,4.0,451,[],https://www.yelp.com/biz/aviano-coffee-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
roostercat-too-denver,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 39.73296, 'longitude': -104.98649}",(720) 295-5213,1417.7086739286015,1Tfuh19QtBcCu5p970nDuw,https://s3-media1.fl.yelpcdn.com/bphoto/YDwA0698G6HxpG9Z98yDSg/o.jpg,False,"{'address1': '1045 Lincoln St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80203', 'country': 'US', 'state': 'CO', 'display_address': ['1045 Lincoln St', 'Denver, CO 80203']}",Roostercat Too,+17202955213,$,4.0,249,"['pickup', 'delivery']",https://www.yelp.com/biz/roostercat-too-denver?adjust_creative=aRVAoRVyM2B_4sfVQIy4Yw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aRVAoRVyM2B_4sfVQIy4Yw
